Episode,Total_Reward,Total_Infected
84,-20.831372762279635,118.39799613250538
85,-20.592771513776487,106.9526026214159
86,-20.3718772390241,172.63361902256077
87,-20.85947273524784,187.86194339557866
88,-20.664448292550468,176.88178615499575
89,-20.61770021954802,170.3725011148825
90,-20.84605645391774,249.92212387561892
91,-20.099644848159283,142.22805182694432
92,-21.126734085956194,131.8720704253671
93,-19.92952810447665,122.48130527250999
94,-20.781687041383258,169.67667492019854
95,-20.91308082729246,213.194772414573
96,-20.846687890323636,140.10928533884282
97,-20.130702347218413,204.5629589507947
98,-19.731021123797323,174.87118133664114
99,-21.53472362037006,157.72177648951657
100,-22.165754755362425,295.05715333579917
101,-18.707517477161655,87.91452193721655
102,-20.944316448322684,250.8978475999192
103,-20.295499869599304,211.3936730539788
104,-20.01004354181559,180.0415356320344
105,-20.693373159788212,224.60438842762352
106,-21.411135506871226,256.22339181043526
107,-20.80312856569265,102.72986614417063
108,-20.585018688890674,172.3361647620121
109,-20.830722133422412,131.34790362692485
110,-20.32347709702773,126.57674675257407
111,-19.875023380239114,143.35340574790993
112,-20.73389980582023,195.7474385392307
113,-21.225133414175886,49.299300138997395
114,-21.53816403713773,141.0163939537009
115,-21.27578794323757,169.1483205680807
116,-21.095046916924638,159.9641103922755
117,-20.663571995610745,193.16123346218077
118,-20.928837228700647,125.10056302842257
119,-20.88899907486713,209.31884001465946
120,-21.45110700413058,218.24931388059522
121,-20.839650183491237,205.52967334172357
122,-20.593975680995445,177.65871007290733
123,-20.794787954904045,123.45693130116503
124,-20.961530888244294,134.54520502773153
125,-20.703383663652417,122.10010767113947
126,-20.95824510050329,118.49760615773293
127,-21.49660277317713,177.2696831221674
128,-21.97020627777356,196.35059126845854
129,-21.04751439702855,240.18655904014133
130,-20.810545988511006,133.4721529805248
131,-20.64299550797248,225.87989389827933
132,-20.61908392843999,196.1562608704086
133,-19.762226969424077,148.86706514993168
134,-19.326758245338038,174.5734190823502
135,-19.806122602837416,106.65338120339447
136,-19.80170825804099,219.30012215226262
137,-20.55269255841364,138.61100372853247
138,-21.050924308640578,187.85877575457062
139,-20.015874056431702,117.22226016378333
140,-18.93987944093754,104.273694312494
141,-20.006674944885283,137.57147621295968
142,-21.442484771503747,218.26165131077917
143,-20.45093757205906,119.43354666786323
144,-21.010116828154757,276.870144642217
145,-20.13045877339741,161.18379906289036
146,-20.65660711125758,124.32220920811608
147,-20.20604444135593,147.82128493853648
148,-19.450309367577344,125.75937261247834
149,-20.338829792978792,199.44464676627337
150,-18.78878923949258,139.22073122334797
151,-20.22006777897931,170.13483041974627
152,-20.90021491242701,176.379054985746
153,-20.661911884870392,136.00727572185787
154,-20.42678284050139,177.52742957452827
155,-20.24832291975565,160.81106193167818
156,-19.913761456009787,174.16545836719527
157,-18.992748857253293,99.32321130220284
158,-19.170257424372267,150.7457055834885
159,-19.731294022174918,73.07260150137357
160,-20.069181337586194,159.75978020086492
161,-20.12069691343232,194.9641585234519
162,-19.925487433540518,169.0653047423468
163,-20.85290097963809,287.76807158711705
164,-19.84513240311061,228.34048552395114
165,-19.445174326578076,246.69403246568586
166,-20.210419488309448,200.16122195902548
167,-20.61651639759297,245.42671709985567
168,-19.238195866021343,148.19891172205487
169,-19.608145053439795,97.27808887538241
170,-20.847044244533024,162.3372845088809
171,-20.68400135763877,156.86271136052335
172,-20.806447465700998,161.03283011932686
173,-20.147904594267132,129.76983138019344
174,-20.113387696198753,161.24960909268304
175,-19.566733395805187,185.96346177126202
176,-21.25920118487082,314.3276843480234
177,-19.84091572025777,157.72867642893047
178,-20.252195017692443,115.41071642165576
179,-21.487969149033493,215.87824880788034
180,-19.241950940125,120.84977697294008
181,-20.318358611162957,197.42267821075572
182,-19.45684728264984,142.82542154302007
183,-18.289516668623445,148.75638257680828
184,-20.007401645850774,158.3017507466678
185,-20.28335790787267,171.49899379333993
186,-20.048092529048635,194.49155694655641
187,-20.474156067008412,161.10955703287297
188,-20.999581066961234,222.14527040333883
189,-19.877333102573925,130.32571492830354
190,-18.552977015011148,108.60516172146112
191,-18.99685624803383,132.7465649263968
192,-20.22752557701779,224.8706663014568
193,-19.55738746809522,167.1980919804496
194,-20.997200055738713,346.6445582560961
195,-20.43178195618141,106.8552890669388
196,-20.862530792409725,266.52085083907815
197,-20.36563192395098,139.74676214918335
198,-20.1641849723917,140.8674437825522
199,-19.542172162449514,258.5743075581977
200,-19.658390609184064,131.85396464950514
201,-20.840788636297813,204.59903851905068
202,-20.155284413163375,113.5428742539122
203,-20.76396451863204,171.4945175639898
204,-20.55681222478763,137.5616532601721
205,-19.284196792633523,95.38733217321345
206,-19.305537848157467,166.39137613131604
207,-19.919822254486437,175.9621358398868
208,-18.479871702821193,143.48934024379238
209,-20.009608499123537,219.09056805960057
210,-20.659457461582456,294.77102339243714
211,-19.79566185673952,174.13219089248315
212,-20.55207289816443,258.1161880552556
213,-21.13798790839844,207.39825004201933
214,-20.083033620805452,128.51610224693562
215,-21.374081710819624,263.192548373351
216,-20.33440164981486,155.96948441332782
217,-19.587849510268498,200.3489492064548
218,-20.065137416607264,211.401683016221
219,-20.13076731640717,228.046003496076
220,-20.629890172873385,183.61519993274808
221,-20.489839726143202,199.23439284648103
222,-19.918409319760215,153.11049787144407
223,-19.531380695708894,132.1355247212701
224,-20.428083248141064,207.1092924145749
225,-20.39059364637303,212.02344857708934
226,-19.54601263555246,195.5749584529528
227,-19.89529247420199,211.1119640904776
228,-19.028146751566847,170.03272426173294
229,-19.038164050970284,130.61292823769594
230,-20.259593571752152,196.59385405117555
231,-20.722270779913533,226.84015899512792
232,-19.54063457183777,230.64416240489402
233,-19.538862070721425,136.19242486929042
234,-20.34775245883893,162.5788182949506
235,-20.265939342615145,165.4630932059638
236,-20.832099529992448,288.6657305369948
237,-18.664527651337306,139.27593107471645
238,-19.197761075211808,171.41111492778546
239,-20.061977814878,246.83299110982378
240,-20.17042378032044,236.2554836105463
241,-19.88120578958372,223.88875490213888
242,-18.99198513829534,105.18185640007133
243,-20.167650807315333,124.06287307299486
244,-20.293994089419947,133.41745078800014
245,-20.53070250397892,113.07832682997285
246,-18.69607056914257,110.66224034204816
247,-19.622910608939904,218.03468870145656
248,-19.1865351878962,197.6974498782802
249,-19.982124223076074,210.57677761938072
250,-19.399597168756525,170.47440366850608
251,-18.48448912077577,120.0528304671366
252,-18.8617855180519,112.92846442213325
253,-18.72984335419471,217.4468269421864
254,-19.367165640766316,134.8442473902898
255,-19.619396696412174,157.3858384883318
256,-18.553067502114697,127.6809795528081
257,-18.797689098759413,131.95682135399238
258,-19.827356143170018,266.7977121569285
259,-19.84003946327415,162.61120355051398
260,-19.436841869110847,160.09908847619366
261,-19.694135110741172,217.9280045499396
262,-19.08805725132706,164.76278289355383
263,-19.591509595161586,178.70580495700722
264,-18.82089934110173,182.67508274805797
265,-18.355643792499496,120.12103137781166
266,-18.79494830256737,197.93977122804958
267,-19.98119511011543,198.79195602696205
268,-18.07813944800431,157.12598786284815
269,-19.02942365364197,247.29862053590986
270,-18.686948046610027,97.97416470033592
271,-18.541723243853383,159.22186309810473
272,-18.58559482775125,137.29868322658078
273,-19.433243870829767,153.90251164681925
274,-19.521290283501838,191.22411322643333
275,-19.22166840639871,134.8517987912954
276,-19.544396776790123,172.3375354173427
277,-19.95592764659344,221.0504252487358
278,-19.80480821434433,99.08707072967209
279,-19.70048037040553,142.00587286030003
280,-19.325344444986055,179.5082891938717
281,-19.62413969951302,156.90312121928844
282,-19.03798653746097,126.60231320371847
283,-19.68713707854773,245.90245483942317
284,-19.00823164443989,154.04529496948027
285,-18.99815187009974,164.76721522916415
286,-19.25412634091813,190.76370705843073
287,-19.402911213385018,179.67830796804915
288,-20.7475031570579,271.4953648407967
289,-18.946497321730206,150.8203674148029
290,-19.02097193351766,199.4955957071952
291,-18.95631613188922,162.32158892494724
292,-18.659970601166815,165.767350210156
293,-18.710055700722638,172.12782216086126
294,-18.44028137189191,158.7705368913015
295,-19.129715231773808,228.46516538009806
296,-18.03387016188671,117.72523941465755
297,-18.187635473345242,84.35516775178448
298,-19.07424093420145,218.177245495898
299,-18.735797196770648,156.75797021595528
300,-18.957308807517517,243.3637506449687
301,-19.301495321175146,199.42363957243222
302,-18.819464054953997,254.2385691813376
303,-18.602100066253325,166.8966732648098
304,-18.417421908097424,147.01621439741427
305,-18.3828813089656,198.03590204171883
306,-19.51468495753122,199.7229441243805
307,-19.78018321836018,130.75499034590356
308,-19.229459121688684,154.09296347700797
309,-20.247540529651808,229.78599743688017
310,-19.09553269372731,111.24418621532296
311,-19.51312091849527,163.77859706274356
312,-18.65550328721883,185.84478431489043
313,-18.628234823844394,147.8906290234117
314,-19.065417894791576,153.93704208447423
315,-18.914063517356176,139.05661714852005
316,-18.763803624778305,135.4683121603102
317,-19.11442734955763,142.7704507961377
318,-19.61029611453168,239.64970943178415
319,-18.62487151983411,168.49835588898162
320,-18.780424649496005,223.88284523467712
321,-19.604761750363135,178.00299686453732
322,-18.97414764289902,201.31462328760585
323,-17.748275442422234,122.35012948336256
324,-18.342849969043492,192.59810889932723
325,-19.269812418371192,204.7657535572868
326,-18.685255236126654,137.285724850509
327,-18.97351056553035,215.58466455619816
328,-18.927625666858322,174.30817212107436
329,-18.666805960307983,128.2651600366398
330,-19.087650894262534,226.12083175876847
331,-18.37707990529862,153.2338567145499
332,-18.532330488520767,176.4895959861249
333,-19.09233537309302,198.41585153845332
334,-19.263654265608263,166.46973218834987
335,-18.464638788901873,127.23556566542524
336,-19.09289409900698,222.47512798557548
337,-18.808801653646725,156.56344933624936
338,-19.2528528866129,153.6977700995719
339,-18.965177807532495,252.41324315280764
340,-18.51078764366707,185.1368128262111
341,-18.719917567377742,186.20769574686264
342,-19.029318887118055,178.45772542396304
343,-18.27891920608232,148.3731725026689
344,-18.197031884003096,178.08158906052074
345,-18.944410038139615,228.556877689934
346,-18.454881074435143,186.83430996925608
347,-19.1960895494784,189.2234485986494
348,-19.05211753750828,185.16644457239687
349,-18.072042724591604,165.66164301429765
350,-18.336383716701484,136.75274411014465
351,-19.019937802264273,194.343845110644
352,-17.928186675003758,138.64891224649878
353,-18.716480623758507,143.99844397996978
354,-18.61428241038808,109.64283649108725
355,-18.375821510422757,168.10127874570532
356,-17.89050298864699,144.71856601692778
357,-18.32976723995605,147.3443243211886
358,-19.47057479576348,331.03479090608647
359,-18.587176732015852,207.63936971375637
360,-18.16138633389901,180.14119083405507
361,-18.565500102233635,242.82281254663445
362,-18.601247957297563,233.32131033388399
363,-17.977055039410523,149.104884789543
364,-18.490800344146813,166.20650378356055
365,-19.034585925220966,195.1494932305242
366,-18.527529974372626,143.84366888749014
367,-17.671380385943632,107.69157642518459
368,-17.731425412836067,156.7766623139638
369,-18.019434810086732,151.77050643600705
370,-18.40102066140122,154.90416348595366
371,-18.72329693012461,150.49647512358158
372,-18.446141764580936,192.7987298185521
373,-17.878954763594564,162.77700635276165
374,-18.118145444692686,140.574007747892
375,-18.75474601086237,243.75342364407624
376,-18.443773001754202,96.63402476330182
377,-18.711244122647937,218.36473263100683
378,-17.665833131892256,152.0809538924944
379,-18.722286766946123,205.8095108868024
380,-18.525444264056894,181.71000099439962
381,-18.425192268274774,207.79266987761537
382,-18.319664482707637,209.12701533022454
383,-17.45831505790068,122.41275154408908
384,-18.785076667184345,259.6563212854212
385,-18.4721608943329,140.72625700426548
386,-18.617050040495982,123.25601617455678
387,-18.470516832673006,201.3598304567349
388,-18.71548393535844,239.79771044686797
389,-18.7831837080398,242.0027875634604
390,-18.157118233741887,190.7158333248828
391,-18.447703443532735,139.876285211504
392,-18.114685811231908,164.1270531998586
393,-18.265273463832894,143.2086142879637
394,-19.785665688390385,218.52296329740662
395,-18.945773178540307,138.6789009970505
396,-18.769509146932183,183.68901653644653
397,-19.162570132496995,221.87605625059305
398,-17.93932952700985,162.53663024125626
399,-17.63779674161486,206.31499327444718
400,-17.889948122468482,115.14888633757703
401,-18.422916962546385,163.54431660501808
402,-18.881345052899334,244.5129522703853
403,-17.993867697758805,113.15582168704395
404,-18.391228412222667,195.56700613700372
405,-18.56939153732753,244.04101985204352
406,-18.06630462226735,164.80640711455302
407,-17.969149130141513,150.72679639066737
408,-17.8718568400448,138.9083445444145
409,-17.777748838257935,171.9510121456184
410,-17.46402461014182,129.69872558760778
411,-18.01142764782793,146.52073151261362
412,-18.75161352573755,241.64137187449734
413,-18.373996342713067,148.37991311493164
414,-18.280492101115243,119.41420587081728
415,-18.51684181357222,176.82869504708995
416,-18.17562335882738,123.10285431330406
417,-18.55007050983268,156.93584533269612
418,-18.343791829188753,256.94954618990477
419,-18.174762591992103,157.1919283719043
420,-18.105762267220275,211.32190640244767
421,-18.637995476358928,203.3426724632307
422,-17.976829858841135,136.7185698507487
423,-18.323743029123015,207.5081616584888
424,-19.15985071254258,319.5952112836704
425,-18.029090351835922,128.8753406116952
426,-18.490688906384964,156.30596244090134
427,-18.288518640548496,178.1247168654378
428,-17.413826449258888,144.35630360223794
429,-17.98393274520528,166.65266430906655
430,-18.204346923790226,206.40857794068694
431,-18.63283218516642,214.08186221198474
432,-18.23183608840724,152.9018496645548
433,-18.113110910555243,210.8164853316443
434,-18.5695248850771,113.97490440270987
435,-17.75883277551393,133.6695940250957
436,-17.700080434600757,148.26543504105047
437,-17.695029714280455,161.69634461610465
438,-18.043285080070387,179.9562106839688
439,-17.15358915523157,156.0257628381064
440,-18.684721432525393,285.31719601811625
441,-17.731505844679756,108.70432863249451
442,-18.02678435677204,179.5782475611129
443,-18.06961681377533,235.11658122300184
444,-18.131064551838485,141.5565946642707
445,-18.318340805915717,189.9283754834166
446,-17.85764622973644,146.728902294653
447,-17.874967146642707,154.71916068889138
448,-17.786391143551505,168.99187183087858
449,-18.36368919566723,194.22594941046768
450,-18.3513958410089,195.81777054554132
451,-18.081912833975284,165.92147032201774
452,-18.339784478225535,211.95839846351572
453,-17.573398498218978,208.92654860274342
454,-17.74033480587122,173.8055230747488
455,-17.48996692861195,136.30905260810877
456,-18.107258314592766,207.3379065617837
457,-18.386341479553955,169.40996261930258
458,-17.805228690775344,145.2050806000271
459,-17.224022704462502,172.51895248888783
460,-17.80587628977432,141.76463139486623
461,-17.56853698180305,128.22850292857666
462,-17.617114599884832,222.4927347225139
463,-16.91242303785624,93.41977562187051
464,-18.023378891696392,192.93599994437216
465,-18.278109268236165,142.38460516265908
466,-17.77689197446962,166.50749602162324
467,-17.71910430403975,244.49558886795387
468,-17.927330026326217,155.04512060124858
469,-17.885038549724737,188.16710628474138
470,-17.927700270104367,225.7628043161854
471,-17.92916329004697,197.87030796816933
472,-17.89324200374717,198.88569479724134
473,-17.343786017161673,147.73070740339747
474,-17.38909351918163,168.27646330331788
475,-18.97323899459487,254.27444093038514
476,-18.092281913948703,175.9952657407235
477,-18.160558249573416,149.81515454272173
478,-18.092050975981806,198.0772415813667
479,-18.162773446681992,204.6487713182102
480,-17.77788142189361,192.7718296257836
481,-18.075974561564045,166.9605852677351
482,-17.716787170025487,127.01673966076163
483,-17.531162199031776,160.03086767939135
484,-17.400721316482695,98.77986886017791
485,-17.927455435579407,183.799398686031
486,-18.0958713211742,203.05656645108596
487,-17.635388199766055,195.62299917099136
488,-17.732071989337573,167.34703555745352
489,-18.02198296855495,158.89127953755485
490,-17.77938710697873,173.01618652579972
491,-17.46210150175527,106.55070609667911
492,-17.869242685029725,184.42310020347028
493,-17.35347506972806,189.8810726474503
494,-17.69947226110471,136.9333695190625
495,-18.12846859325824,249.9825388485823
496,-17.67510723558035,201.44746057809203
497,-17.948828516974817,184.89724566516344
498,-18.108085464340654,250.2935209106912
499,-16.78287960445964,156.23732335679085
500,-17.40415407215544,152.79118831166144
